nd ,Gender,Country,Age,Income,Marital-Stat5,workclass,credit-score,Learning,Tenure,Balance,Products,Education,Occupation,Target
4138,0,0,33,10000,0,2,-216,2,4,103000,3,0,1,0
4139,0,0,37,190000,1,0,105679,4,6,111000,-1,0,1,0
4140,0,0,35,320000,0,0,98697,4,4,103891,3,1,0,0
4141,0,2,39,260000,0,2,1550,3,6,100978,2,2,2,0
4142,0,0,44,180000,0,0,23611,4,4,101436,3,1,0,0
4143,0,2,23,20000,0,1,6081,5,4,100000,3,2,0,1
4144,0,0,24,40000,0,1,36890,5,4,100000,3,0,1,1
4145,1,2,45,230000,1,0,26071,4,4,102200,3,1,0,0
4146,1,0,30,150000,1,1,40496,5,3,101000,2,1,0,0
4147,1,0,37,50000,2,0,50239,4,4,101799,3,1,2,0
4148,0,1,43,50000,1,1,44865,6,6,102923,5,0,1,1
4149,1,0,43,160000,0,0,8460,4,2,100000,1,3,3,0
4150,0,2,24,80000,0,2,329,3,3,100500,2,2,2,0
4151,1,2,27,180000,0,2,11392,2,6,103500,5,3,3,1
4152,0,2,33,180000,0,2,0,5,3,104163,2,3,2,0
4153,0,0,42,520000,0,0,437492,4,4,114710,3,1,0,0
4154,1,2,48,180000,1,0,64788,4,4,103000,3,1,0,0
4155,0,0,25,160000,0,4,0,2,2,100000,1,3,3,0
4156,1,0,43,100000,1,4,0,5,2,100000,1,2,0,0
4157,0,2,29,100000,0,1,3788,5,4,100000,2,1,0,0
4158,0,0,27,150000,0,0,143596,4,4,106241,3,1,0,0
4159,0,0,39,240000,1,4,11958,2,2,100000,1,3,3,0
4160,0,2,34,160000,0,0,43729,4,4,102045,-1,1,0,0
4161,0,2,28,300000,0,4,936,2,2,100000,1,3,3,0
4162,0,2,36,500000,1,0,64266,4,4,126000,2,2,2,0
4163,0,2,24,120000,0,4,14709,2,3,109326,2,1,0,0
4164,0,0,24,250000,0,2,956,3,3,101339,3,1,2,1
4165,1,0,45,50000,1,0,49573,4,4,102245,3,1,0,0
4166,1,0,31,180000,0,0,28566,4,4,105000,-1,1,0,0
4167,0,0,40,260000,0,0,120108,4,4,104224,3,1,0,0
4168,0,1,32,220000,0,0,209259,4,4,107000,-1,1,0,0
4169,0,0,24,230000,0,4,0,2,2,100000,1,3,3,0
4170,0,1,24,30000,0,2,4882,3,3,114630,2,2,2,0
4171,0,2,27,30000,0,0,26951,4,4,102000,3,1,0,0
4172,1,2,44,200000,1,4,1640,2,2,100000,1,3,3,0
4173,1,0,25,50000,0,1,42883,-1,8,106000,6,0,1,0
4174,1,1,46,360000,1,4,0,2,2,100000,1,3,3,0
4175,0,0,24,50000,0,4,50096,2,2,101000,2,1,0,0
4176,0,0,39,100000,1,0,100549,4,4,103711,3,1,0,0
4177,0,0,36,30000,1,1,16818,6,6,104000,5,0,1,1
4178,0,2,30,180000,0,2,0,-1,4,103095,-1,2,2,0
4179,0,0,40,290000,1,0,274558,4,4,110700,3,1,0,1
4180,0,0,39,50000,1,4,0,-1,2,100000,2,2,2,0
4181,1,0,42,60000,1,1,4136,6,6,102300,5,0,0,1
4182,0,1,56,140000,1,0,141342,4,4,105025,-1,1,0,0
4183,0,0,32,260000,1,0,104717,4,4,105300,3,1,0,0
4184,0,2,28,180000,0,2,651,3,3,101883,-1,1,2,0
4185,1,1,42,100000,0,0,70542,4,4,103000,3,1,0,0
4186,0,0,39,500000,0,0,229332,4,4,107400,3,1,2,0
4187,0,0,26,50000,0,0,50952,4,4,102700,3,1,0,0
4188,1,0,38,310000,1,2,23285,3,3,101058,2,2,2,0
4189,1,2,31,120000,0,0,64670,4,4,105000,3,1,0,0
4190,1,2,31,20000,0,2,1261,3,3,100390,2,2,2,0
4191,1,2,26,280000,1,0,277815,4,4,112596,3,1,0,0
4192,1,0,30,30000,0,0,6933,4,4,103000,3,1,0,1
4193,1,1,53,70000,1,2,712,3,3,100712,5,1,0,0
4194,1,2,24,20000,0,2,720,-1,3,100100,2,1,2,1
4195,0,0,35,180000,1,2,1175,3,4,105317,3,1,0,0
4196,0,2,29,230000,0,4,0,5,3,100000,2,2,2,0
4197,0,2,26,90000,0,0,32154,4,4,101888,3,1,0,0
4198,1,0,52,50000,0,0,45840,4,4,108000,2,1,0,0
4199,0,0,46,30000,1,1,27882,5,6,101800,5,0,1,1
4200,0,0,35,240000,1,4,3862,2,2,101783,1,3,3,0
4201,1,0,29,90000,1,7,41073,5,5,103100,3,1,0,0
4202,0,0,31,180000,0,0,112164,-1,4,101821,3,1,0,0
4203,1,0,39,190000,0,0,146224,4,4,105500,3,1,0,0
4204,0,0,28,50000,0,1,16639,6,4,100014,3,1,3,0
4205,0,0,28,200000,0,0,59373,4,4,106002,3,1,0,0
4206,1,2,29,350000,0,0,27916,4,4,102001,3,1,0,0
4207,1,0,25,50000,0,0,43785,-1,4,101795,3,1,0,1
4208,1,2,52,360000,1,4,0,5,2,100000,1,3,3,1
4209,0,0,31,500000,0,4,-9,2,2,100000,1,3,3,0
4210,0,0,40,400000,0,4,0,2,2,108235,1,2,2,0
4211,0,2,40,200000,1,1,80468,6,6,104200,-1,0,1,1
4212,1,1,25,30000,0,0,23421,6,4,101500,3,1,1,1
4213,1,2,27,160000,0,2,165,3,2,100000,1,3,3,1
4214,0,0,52,50000,0,0,33743,4,4,102000,3,1,0,1
4215,0,2,36,100000,1,4,16155,2,2,103514,1,3,3,0
4216,1,2,44,360000,1,2,18295,3,3,103204,-1,2,2,0
4217,1,2,35,250000,0,1,153798,6,6,115000,5,0,1,1
4218,0,0,24,60000,0,1,27583,6,6,100000,5,0,1,1
4219,0,2,26,180000,0,2,2049,-1,3,100000,2,2,2,0
4220,0,0,23,80000,0,0,71975,-1,4,103139,3,1,0,1
4221,0,0,26,50000,0,2,390,3,3,102078,2,2,2,0
4222,1,2,41,230000,1,2,9360,3,3,109650,1,3,3,0
4223,0,2,41,220000,1,4,-65,5,2,100000,1,3,3,1
4224,1,0,31,280000,0,0,136798,4,4,104528,3,1,0,0
4225,0,0,33,50000,1,0,34065,4,4,103000,3,1,0,0
4226,1,0,30,80000,0,0,53627,4,6,133000,2,2,3,0
4227,0,0,24,30000,0,0,18220,4,4,103000,5,1,0,0
4228,0,0,24,50000,0,0,18625,3,3,102071,5,0,3,0
4229,0,2,30,60000,0,1,34735,6,6,100000,5,0,1,0
4230,0,2,54,240000,1,0,60381,-1,4,105000,-1,0,0,0
4231,1,2,25,60000,0,0,1193,3,4,148967,3,1,0,0
4232,1,1,47,70000,1,0,62080,4,6,106874,5,1,0,1
4233,0,0,24,50000,1,0,25562,4,4,110000,3,1,1,0
4234,0,1,46,50000,1,0,25706,6,4,101434,5,0,0,1
4235,1,2,38,120000,0,0,52234,4,4,101575,3,1,2,0
4236,0,0,54,290000,0,4,-68,2,2,100000,1,3,3,0
4237,0,0,34,130000,0,0,42063,4,2,100000,1,2,2,0
4238,0,1,45,30000,1,4,0,2,2,101930,1,3,3,0
4239,1,0,33,80000,0,1,24928,-1,4,100000,3,1,0,1
4240,1,2,49,50000,1,1,48518,5,6,101800,3,1,0,0
4241,0,1,37,130000,0,0,31280,4,4,101813,3,1,0,0
4242,1,2,26,50000,0,0,50947,4,4,103432,3,1,0,0
4243,1,0,41,50000,0,0,19015,4,4,101340,3,1,0,0
4244,0,0,47,30000,1,0,29187,4,4,101505,3,1,0,0
4245,0,2,45,460000,1,2,184,3,3,101904,2,2,2,0
4246,0,0,27,30000,0,0,11228,4,4,101104,3,1,3,0
4247,1,1,54,190000,1,4,-596,-1,2,100000,2,1,2,0
4248,0,1,53,110000,1,0,105435,4,4,105400,3,1,0,0
4249,0,1,53,50000,1,0,20225,4,3,101800,2,2,1,0
4250,1,0,29,20000,0,0,16809,-1,2,100000,1,3,3,1
4251,1,0,33,150000,1,1,8967,5,6,103001,3,1,1,0
4252,0,2,27,160000,0,2,2431,3,3,105030,2,2,0,0
4253,0,0,22,50000,0,0,49609,4,4,102100,3,1,0,0
4254,0,0,24,80000,0,4,0,5,2,100159,2,2,2,1
4255,1,0,48,150000,1,1,144837,5,4,100000,3,0,0,1
4256,0,0,34,70000,0,2,2226,3,3,101245,2,1,0,0
4257,1,2,34,160000,0,2,390,3,3,100390,2,2,2,1
4258,0,0,40,150000,0,0,76282,4,4,103705,3,1,0,0
4259,1,2,45,200000,1,2,577,3,3,100000,2,2,2,0
4260,1,2,31,250000,0,0,215316,4,4,106845,3,1,0,0
4261,1,0,30,200000,0,2,416,3,3,100416,2,2,2,0
4262,1,1,51,50000,0,4,0,5,2,100000,1,3,3,1
4263,1,0,25,50000,1,2,-8,5,4,118631,3,1,0,1
4264,1,0,30,80000,0,2,2688,3,3,102208,2,2,3,1
4265,0,0,22,50000,1,0,47718,4,4,102106,3,1,0,0
4266,0,1,39,130000,0,0,38358,4,4,103000,3,1,2,0
4267,0,0,24,20000,0,3,12764,6,6,100000,5,0,1,1
4268,1,1,48,80000,1,0,71515,4,4,103679,3,1,0,0
4269,0,2,56,500000,1,2,881,3,3,101035,2,2,2,0
4270,1,0,40,140000,1,0,77356,-1,4,104000,3,1,0,0
4271,0,2,35,140000,0,1,56528,6,6,102800,5,0,1,0
4272,0,0,36,210000,0,4,0,5,2,100000,1,2,0,0
4273,1,1,39,180000,1,0,122187,4,4,106000,3,1,1,1
4274,0,0,22,20000,1,0,14414,6,4,101554,3,1,1,1
4275,0,0,29,240000,1,0,81274,4,4,103101,3,1,0,0
4276,1,0,22,20000,0,1,15471,5,6,101300,3,1,0,0
4277,1,2,41,170000,1,0,70317,4,4,102579,3,1,0,0
4278,0,2,25,150000,0,0,78823,-1,4,103000,5,1,0,0
4279,1,2,27,10000,0,0,8907,4,4,101500,3,1,0,0
4280,0,0,49,100000,1,4,0,5,2,100000,1,3,3,0
4281,1,0,22,20000,0,1,8222,5,4,100000,3,1,0,1
4282,0,0,41,100000,1,0,71978,6,4,103500,3,1,0,0
4283,1,0,34,260000,0,0,54448,4,4,102017,3,1,0,0
4284,1,0,38,90000,0,0,112212,4,4,105170,3,1,0,0
4285,1,0,39,170000,1,0,91289,4,4,102486,3,1,0,0
4286,0,1,50,360000,1,2,846,3,3,101831,2,2,2,1
4287,1,0,31,10000,0,2,390,3,3,100390,2,2,3,0
4288,1,0,30,20000,0,1,13269,6,6,100033,5,1,0,0
4289,1,2,26,30000,0,1,7510,6,4,100000,3,1,0,1
4290,0,2,29,50000,0,0,50187,4,4,103000,3,1,0,0
4291,0,0,60,100000,1,2,0,2,3,100198,2,2,2,0
4292,0,0,24,100000,0,2,0,5,3,100670,1,3,2,1
4293,0,0,35,100000,1,0,28428,4,4,101800,3,3,3,0
4294,1,0,35,300000,1,4,0,2,2,100000,1,3,3,0
4295,0,0,32,20000,1,0,15073,-1,4,101600,3,0,1,1
4296,1,0,30,260000,0,0,4640,4,4,101500,5,1,0,0
4297,0,0,39,140000,1,0,133641,4,4,107000,3,1,0,0
4298,1,2,30,200000,0,1,182499,-1,6,106600,5,0,1,1
4299,1,0,28,30000,0,0,25198,4,4,101500,3,1,0,0
4300,0,2,30,80000,0,0,69533,4,4,103500,3,1,0,0
4301,1,2,40,210000,1,1,151258,6,6,105000,5,0,0,1
4302,0,2,23,30000,0,5,29944,8,7,100206,5,4,1,0
4303,1,1,29,140000,0,0,142132,4,4,105600,3,1,0,0
4304,0,0,29,80000,1,0,78293,4,4,103161,3,1,0,0
4305,0,0,33,190000,1,4,2125,2,2,103411,1,3,3,0
4306,1,0,39,50000,0,3,50180,5,6,100000,5,0,1,0
4307,1,2,29,250000,0,0,70887,4,4,103000,3,1,0,0
4308,0,0,29,80000,0,1,54033,5,6,100000,5,0,1,0
4309,0,2,31,270000,0,4,973,2,2,100592,1,3,3,0
4310,1,0,29,400000,0,0,79435,4,4,103803,3,1,0,0
4311,0,0,42,200000,0,2,73032,3,4,112928,3,3,2,0
4312,1,2,43,360000,1,2,3967,3,3,108339,2,2,0,0
4313,0,2,39,160000,1,2,-16,-1,3,101971,2,1,0,0
4314,1,1,25,70000,0,1,69447,5,4,100000,3,1,0,1
4315,1,3,38,290000,1,4,555,2,2,100000,1,3,3,0
4316,1,0,36,300000,0,0,15536,3,4,110000,2,2,2,0
4317,0,0,24,20000,0,0,19433,4,4,101700,3,1,0,0
4318,1,1,26,120000,3,0,45753,4,3,113160,-1,2,2,0
4319,1,0,26,30000,0,1,30311,7,6,101700,-1,1,0,0
4320,0,0,35,230000,1,0,76050,4,4,103000,3,1,0,0
4321,0,2,36,30000,0,1,25747,-1,4,100000,3,1,0,1
4322,1,1,52,50000,1,1,37530,6,6,102000,7,4,4,0
4323,1,0,32,50000,1,0,46827,4,4,102084,3,1,0,0
4324,0,0,27,60000,1,0,40831,4,4,101617,3,1,2,0
4325,0,0,33,320000,1,0,324160,4,4,110067,3,1,0,0
4326,0,2,31,250000,0,0,67492,4,4,103500,3,1,0,0
4327,0,0,39,180000,1,2,1081,-1,3,100148,2,1,2,0
4328,0,0,47,160000,0,2,1961,3,3,105495,2,3,3,0
4329,1,0,23,50000,0,4,0,5,2,100000,-1,2,3,0
4330,1,0,27,200000,0,1,112050,-1,6,106501,5,0,1,0
4331,0,2,32,400000,0,0,35383,4,4,112119,3,2,2,0
4332,1,0,40,80000,1,0,64120,4,4,102438,3,1,0,1
4333,1,2,39,80000,0,0,62281,6,4,102500,5,0,0,1
4334,0,0,23,60000,0,0,48413,4,4,105000,3,1,0,1
4335,1,0,50,50000,1,0,47053,4,4,101200,3,1,0,1
4336,1,2,32,180000,0,2,291,3,6,100582,2,2,2,1
4337,1,0,41,20000,1,2,0,5,3,103793,2,1,0,0
4338,0,2,24,60000,0,0,35138,4,4,101553,3,1,0,0
4339,1,0,40,300000,1,0,25492,4,4,103000,3,1,0,0
4340,0,0,42,50000,1,0,47867,4,4,102083,3,1,0,0
4341,0,1,45,50000,1,0,22352,4,4,101324,3,1,0,0
4342,1,2,50,20000,1,0,9164,4,2,100000,1,3,3,1
4343,1,2,37,50000,0,0,37774,4,4,101976,3,1,0,0
4344,1,1,52,100000,1,0,4657,-1,6,101500,5,0,0,1
4345,0,0,28,180000,0,2,3840,3,3,118588,2,2,2,0
4346,0,0,34,340000,0,0,16462,4,4,101310,3,2,2,0
4347,0,2,58,240000,1,2,7217,3,3,108210,2,2,2,0
4348,0,0,25,30000,1,0,25530,4,4,101500,5,1,0,0
4349,0,0,28,120000,0,2,792,3,3,100000,2,2,2,0
4350,0,0,29,120000,0,0,96686,4,4,103508,3,2,2,0
4351,1,0,36,360000,1,0,20328,4,3,101204,2,2,2,0
4352,0,0,25,290000,0,0,78719,-1,4,102510,3,1,0,0
4353,1,0,26,130000,0,1,134836,6,4,100000,3,1,0,1
4354,0,0,23,50000,0,0,16139,-1,4,101400,3,2,1,0
4355,0,2,38,230000,0,0,25195,4,4,110000,3,1,0,0
4356,0,0,33,30000,0,0,30336,4,4,103005,3,1,0,0
4357,0,0,28,390000,0,0,116720,4,4,107000,3,1,0,0
4358,1,2,22,50000,0,0,38251,4,4,104000,3,1,0,0
4359,0,0,46,200000,1,4,0,5,2,100000,1,3,3,0
4360,0,1,48,30000,1,2,-100,5,3,100200,1,3,3,0
4361,1,1,35,300000,1,4,0,2,2,100000,1,3,3,0
4362,0,0,50,20000,1,1,7973,5,6,102000,5,4,1,0
4363,0,1,24,70000,0,0,69039,4,4,103000,3,1,0,0
4364,0,0,45,20000,0,7,4516,5,3,100700,-1,2,2,0
4365,0,0,45,170000,1,0,133341,4,4,106804,3,0,1,0
4366,1,2,52,200000,1,4,-768,5,2,100000,1,3,3,0
4367,0,2,36,310000,1,0,157173,4,4,106000,3,1,0,0
4368,0,0,31,100000,0,1,41052,6,6,102000,5,0,1,1
4369,0,0,23,100000,0,0,8002,4,4,102000,3,1,0,0
4370,1,1,50,20000,0,2,2191,3,3,101140,2,2,0,0
4371,0,0,26,300000,1,2,316,3,3,100316,2,2,2,0
4372,1,0,41,170000,0,0,162500,4,4,104781,-1,1,0,0
4373,1,0,39,50000,0,0,48803,4,4,101487,3,2,2,1
4374,0,2,27,90000,0,4,1179,2,6,107020,5,3,3,0
4375,1,2,30,240000,0,0,213483,4,4,108008,3,1,0,0
4376,0,1,53,30000,0,2,1598,3,3,102487,2,2,2,1
4377,1,0,49,50000,1,0,49816,4,4,103000,3,1,0,0
4378,0,0,42,140000,0,0,24984,4,4,101434,3,1,0,0
4379,1,2,38,300000,1,0,87118,4,4,101691,3,1,2,0
4380,0,0,39,300000,0,2,6293,3,3,105490,2,2,2,0
4381,1,1,53,500000,1,1,5008,-1,6,100001,1,2,2,0
4382,0,0,36,210000,1,0,54717,4,4,102017,3,1,0,0
4383,0,2,25,70000,0,0,5730,6,4,102000,3,1,0,1
4384,1,0,25,50000,0,2,1789,3,6,148731,3,1,0,0
4385,1,0,40,50000,1,1,49039,5,4,100000,3,1,0,1
4386,1,2,43,300000,1,2,1920,3,3,100412,5,1,0,0
4387,1,1,44,170000,1,0,159094,4,4,106000,3,1,0,0
4388,1,0,32,80000,0,0,79237,6,4,103000,3,1,1,1
4389,0,0,25,90000,0,0,103541,4,4,105000,-1,1,0,1
4390,1,1,51,50000,1,2,636,3,4,104600,3,1,0,0
4391,1,1,48,100000,0,0,58430,4,4,102000,3,1,0,0
4392,0,0,29,30000,1,2,2405,3,3,100390,2,2,3,0
4393,0,0,33,360000,1,0,11596,4,4,101058,-1,3,3,0
4394,1,2,26,110000,0,0,57861,4,4,102191,3,1,0,0
4395,1,1,39,70000,1,0,58665,4,4,106852,3,1,0,0
4396,1,2,34,240000,1,0,102650,4,2,100000,2,1,0,0
4397,0,0,40,500000,1,0,26102,4,4,133009,3,1,0,0
4398,0,0,37,130000,1,0,110434,-1,4,104100,3,1,0,0
4399,1,2,36,500000,1,0,294827,4,4,120007,3,1,0,0
4400,0,0,28,50000,3,1,51068,5,4,100000,3,1,0,0
4401,1,1,45,20000,1,1,5577,3,4,100000,3,0,0,0
4402,1,0,35,110000,1,1,112829,5,4,100000,3,1,0,1
4403,0,0,27,240000,0,4,0,5,2,100000,1,3,3,1
4404,1,2,27,410000,0,2,7189,4,3,116090,3,2,2,0
4405,1,1,49,200000,1,0,51437,4,4,102000,3,1,0,0
4406,1,0,39,30000,1,0,18557,6,4,101700,3,1,1,1
4407,0,2,23,20000,0,0,19364,3,4,101358,3,1,0,0
4408,1,0,58,190000,1,0,135184,6,4,106586,3,1,0,0
4409,0,0,58,160000,1,2,1443,-1,3,101443,2,2,2,0
4410,0,2,48,300000,0,0,304040,6,4,111500,3,1,0,1
4411,1,2,25,80000,0,0,20708,4,4,106545,-1,1,0,0
4412,1,6,45,50000,1,0,33634,4,4,102000,3,2,0,0
4413,0,2,33,390000,0,0,84100,4,4,105000,3,1,0,0
4414,0,0,32,40000,1,0,40368,4,4,101603,3,1,0,0
4415,0,2,30,230000,0,4,0,5,2,100000,-1,3,3,0
4416,1,2,38,360000,1,4,0,2,2,100000,1,3,3,1
4417,1,0,25,30000,0,1,25787,5,7,103000,5,1,0,0
4418,1,2,44,250000,1,2,3893,3,3,154946,5,2,0,0
4419,0,3,41,240000,1,1,239633,6,6,109000,5,0,1,0
4420,0,0,28,230000,1,4,0,2,2,100000,1,3,3,0
4421,0,0,37,50000,1,0,29969,4,4,101281,3,1,3,0
4422,1,1,41,180000,0,0,183047,4,4,106704,3,1,0,0
4423,0,0,42,20000,1,1,8395,5,6,100000,5,1,0,0
4424,0,2,34,70000,0,1,44347,6,6,100000,5,0,1,1
4425,0,2,30,270000,0,0,25628,-1,4,103000,5,1,0,0
4426,0,0,37,330000,1,0,46348,4,4,101574,3,1,0,0
4427,0,0,41,160000,1,0,13512,4,4,101206,3,1,0,0
4428,0,2,48,150000,1,4,6773,2,2,101731,1,3,3,0
4429,1,0,35,150000,1,0,125063,4,4,110050,3,1,0,0
4430,0,2,49,50000,0,1,150,6,8,100000,7,6,5,1
4431,0,1,22,50000,0,0,18108,4,4,101400,3,1,0,0
4432,0,0,31,300000,0,4,188,2,2,100188,1,3,3,0
4433,0,1,29,50000,1,0,45561,4,4,102500,3,1,0,0
4434,0,0,49,30000,0,0,11554,4,4,101300,3,0,1,0
4435,0,2,27,480000,0,0,12759,3,4,103001,3,1,0,0
4436,1,2,46,380000,1,0,141102,4,4,105034,3,1,2,0
4437,0,1,41,170000,0,0,76704,4,4,102405,3,1,0,0
4438,0,0,30,80000,0,0,70540,4,4,102485,3,1,0,0
4439,0,0,26,40000,0,0,37423,4,6,103967,3,1,0,0
4440,0,2,25,200000,0,4,0,5,2,100000,1,3,2,1
4441,0,2,29,150000,0,4,2889,-1,2,103469,1,3,3,1
4442,0,0,36,50000,0,0,81793,4,4,102682,3,1,0,0
4443,1,0,31,60000,1,0,55831,4,6,108660,3,1,0,0
4444,0,0,30,380000,1,0,384846,4,4,113291,3,1,2,0
4445,1,2,50,50000,0,0,47155,4,4,102000,2,2,2,0
4446,1,0,26,150000,0,0,10111,4,4,101158,3,1,0,0
4447,0,2,45,500000,0,4,0,2,2,100000,1,3,3,0
4448,1,2,45,500000,1,2,10147,3,3,107395,2,2,2,0
4449,0,0,26,250000,1,3,631,5,6,100000,5,0,0,1
4450,1,1,36,240000,0,0,135053,4,4,110000,3,1,0,0
4451,0,2,32,150000,0,0,18519,4,4,103000,3,1,0,0
4452,0,2,33,160000,1,4,14150,2,2,108106,1,3,3,0
4453,0,0,22,50000,0,0,50186,-1,4,101994,3,1,0,1
4454,0,1,31,80000,1,0,56195,4,6,104808,3,1,0,0
4455,1,2,47,210000,1,2,8417,3,3,115271,2,2,2,0
4456,1,0,22,20000,0,1,16132,7,6,101000,5,4,1,1
4457,1,2,36,50000,0,1,45960,6,4,100000,3,1,0,1
4458,0,0,32,210000,0,0,85965,-1,4,104000,5,1,0,0
4459,1,2,48,160000,1,4,0,5,2,100000,1,3,3,0
4460,0,0,33,30000,1,2,390,3,3,100390,2,2,2,0
4461,1,2,28,70000,0,0,19728,4,4,108000,3,1,0,0
4462,0,0,42,260000,1,0,194654,4,4,106540,3,1,0,0
4463,0,1,56,30000,1,0,29261,4,4,101500,3,1,0,0
4464,1,1,39,250000,1,0,209263,4,4,107127,3,1,0,0
4465,1,2,33,110000,0,0,12633,4,4,180004,3,1,0,0
4466,0,0,30,280000,0,0,61282,4,4,107900,3,2,2,0
4467,0,2,23,30000,0,0,28239,4,4,102500,-1,1,0,0
4468,0,0,50,130000,1,2,1504,3,3,101027,2,2,2,0
4469,0,2,29,70000,0,0,66867,4,4,103020,3,1,0,0
4470,1,1,38,270000,0,0,263842,4,4,111021,-1,1,0,0
4471,1,0,29,110000,0,1,58362,5,6,102500,3,1,0,1
4472,0,1,53,50000,1,0,20211,4,4,136396,3,1,3,0
4473,0,0,25,60000,0,0,7885,4,4,101500,3,1,0,1
4474,1,0,27,80000,0,1,83062,5,4,100000,3,3,3,0
4475,0,0,32,70000,1,0,67417,4,4,102303,3,1,0,0
4476,0,0,28,180000,1,0,54972,4,4,102000,-1,1,0,0
4477,1,1,23,20000,0,0,2331,4,4,102700,2,2,2,1
4478,0,0,22,130000,0,0,34970,4,4,102012,3,1,0,0
4479,1,0,39,70000,1,0,6056,4,4,101500,3,1,0,0
4480,0,2,39,500000,1,0,418958,4,4,139432,3,1,0,0
4481,0,1,27,80000,0,0,54184,-1,4,101500,3,1,0,1
4482,0,0,35,50000,0,0,41657,4,4,110000,3,1,2,0
4483,0,2,27,40000,0,0,32228,4,3,108040,2,1,0,0
4484,0,0,26,50000,0,1,18253,5,6,102900,5,0,4,0
4485,0,2,38,610000,0,0,608594,4,4,126868,3,1,0,0
4486,0,2,33,100000,1,2,3976,3,2,100000,1,3,3,1
4487,1,0,53,130000,1,1,109994,6,6,117100,3,1,0,1
4488,1,0,44,50000,0,0,47505,4,4,102100,3,1,0,1
4489,0,2,51,440000,0,2,26106,-1,3,108999,1,2,0,0
4490,0,0,62,70000,1,1,70457,6,6,106454,3,1,0,1
4491,0,2,27,30000,0,0,10562,4,6,102500,5,0,1,0
4492,0,1,29,30000,0,0,23136,6,4,101744,5,0,1,1
4493,0,1,42,70000,0,0,69470,4,4,103085,3,1,0,0
4494,1,2,29,230000,0,0,32375,4,4,105000,3,1,0,0
4495,0,0,30,50000,1,1,27369,5,4,100000,-1,3,3,0
4496,1,0,24,110000,0,1,98428,6,6,105500,-1,0,1,1
4497,0,3,53,150000,1,0,135903,-1,4,107474,3,1,0,0
4498,1,2,32,80000,0,2,4055,3,2,100000,1,3,3,0
4499,0,2,30,170000,0,0,27267,6,4,102000,3,1,0,1
4500,1,0,37,260000,0,2,3000,3,3,100150,2,2,3,0
4501,0,3,28,360000,0,0,243114,4,4,101587,-1,2,2,0
4502,0,0,24,70000,0,0,12954,4,4,102000,3,0,0,0
4503,0,2,34,500000,1,0,32715,4,4,130007,3,1,0,0
4504,1,1,59,20000,0,1,16357,6,6,103000,5,6,4,1
4505,1,2,27,250000,0,2,73,3,3,102265,2,2,0,0
4506,1,0,35,100000,0,0,92590,6,4,103251,3,1,0,0
4507,1,2,29,270000,0,2,1576,3,4,299973,3,1,0,0
4508,0,0,36,500000,1,0,4952,4,4,103008,-1,1,2,0
4509,1,2,64,440000,1,0,427038,4,4,120000,3,1,0,0
4510,0,0,37,140000,1,0,58075,4,4,103000,3,1,0,0
4511,1,3,43,10000,1,0,17560,-1,4,102537,3,3,3,1
4512,1,0,41,20000,1,0,7472,4,4,102000,-1,1,0,0
4513,1,0,36,50000,1,0,47606,4,4,101815,3,1,0,0
4514,1,2,49,550000,1,2,42141,-1,3,101522,2,2,3,1
4515,1,0,41,50000,2,2,780,3,4,112667,3,1,0,0
4516,1,2,35,130000,1,0,77578,6,4,104000,3,1,0,0
4517,1,0,43,280000,1,0,149803,4,4,106150,-1,1,0,0
4518,0,0,35,20000,1,1,22382,5,6,100000,1,3,3,1
4519,1,2,60,280000,1,1,495,3,6,100004,1,2,2,1
4520,0,0,24,120000,1,4,0,5,2,100000,1,2,0,0
4521,1,0,27,270000,1,0,21256,4,4,101618,3,1,0,0
4522,0,2,43,430000,1,2,30000,4,3,128647,2,2,2,0
4523,0,0,27,360000,0,0,214711,4,4,110440,3,1,0,0
4524,0,0,48,130000,1,1,105500,-1,6,105500,5,0,1,1
4525,0,0,50,90000,1,0,43439,4,4,102100,5,1,0,0
4526,0,2,25,50000,0,0,50673,-1,4,102500,5,1,0,0
4527,1,2,46,80000,1,0,48967,4,4,102000,3,1,0,0
4528,0,0,53,80000,1,0,37242,4,4,102000,3,1,0,0
4529,0,2,51,130000,0,0,73903,-1,4,106000,3,1,0,0
4530,1,2,33,150000,0,0,45335,4,4,106000,3,1,0,0
4531,1,2,31,180000,0,0,89903,4,4,103073,3,1,0,0
4532,0,0,25,200000,0,0,22371,4,4,102569,3,1,0,0
4533,1,0,29,120000,0,1,5521,3,6,101010,5,3,3,1
4534,0,0,23,20000,0,1,12508,7,6,100000,5,0,1,1
4535,0,0,33,90000,1,0,76395,4,4,104000,5,0,1,0
4536,0,1,26,30000,0,3,28189,6,6,100000,5,0,1,1
4537,1,0,26,70000,0,0,65329,4,4,103000,3,1,1,0
4538,0,0,30,400000,1,0,161226,4,3,105000,2,2,2,0
4539,1,0,48,50000,1,0,42156,4,4,104022,3,1,0,0
4540,0,0,43,50000,0,0,43051,4,4,101500,3,1,0,0
4541,0,0,36,50000,1,4,3477,2,2,101909,1,2,2,0
4542,1,2,31,360000,0,2,0,5,3,100951,2,2,3,0
4543,0,2,37,110000,0,1,600,6,6,100000,5,0,1,1
4544,0,0,39,500000,0,0,491395,4,4,125799,-1,1,0,0
4545,0,1,45,100000,1,2,1480,-1,3,100916,2,2,2,0
4546,0,0,29,200000,1,0,159398,6,4,106163,3,1,0,1
